50.835929,52.746932,53.189815,51.764463,50.858388,50.799801,50.668915,50.637440,50.617582,50.836657,51.763509,55.823269,74.884539,85.329593,89.192741,89.228010,89.190246,90.134280,89.723396,86.234183,78.248273,81.429300,89.632915,92.694485,92.120616,91.734736,90.920002,90.035799,89.201525,88.363524,88.423843,88.698541,87.941446,87.313192,84.093361,77.452136,69.951706,62.689810,58.152134,56.090883,54.210063,52.916770,52.643869,52.459034,51.597091,51.111867,51.032599,51.076127,51.089659,51.023282,50.923839,50.823294,51.288689,52.904549,53.793884,53.302751
8.523055,8.306780,8.420478,8.570859,8.872079,9.028256,8.890299,9.035068,9.131177,8.956826,9.162892,12.467546,9.140410,6.470122,4.986981,4.094228,4.854909,6.188543,6.508680,7.299498,9.880018,10.503602,7.120683,4.650391,2.002482,1.011423,0.339193,0.308304,0.688512,0.691957,0.969658,2.014833,3.058683,4.908750,6.764696,7.761913,7.252790,6.428427,5.819019,6.809147,8.692383,10.084253,10.131735,9.900268,9.422960,9.464966,9.635904,9.870738,9.993001,9.969933,9.888085,9.709530,9.634939,9.525606,9.559984,9.571738
3.080266,1.457861,1.300167,2.748605,4.275734,4.433503,4.274896,4.416979,4.319688,3.797980,3.862575,5.744545,3.073741,0.814676,-1.085007,-3.009204,-3.817907,-3.909880,-3.889392,-2.532986,0.014539,-2.694160,-5.866473,-8.086315,-9.309766,-9.218671,-8.538923,-7.960939,-7.810067,-7.228171,-6.949604,-7.319270,-7.345873,-6.581140,-4.884904,-2.531347,0.062847,2.387260,2.966099,3.477354,3.467557,3.055553,3.526736,4.039506,4.306219,4.223802,4.265306,4.406521,4.268385,4.091574,4.190423,4.254416,3.800189,2.286046,1.733425,2.448612
4.931957,4.829289,4.580898,4.787989,5.063423,4.775810,4.729029,4.948001,5.130284,5.131774,5.323577,5.075826,0.680894,0.561793,0.836585,0.984988,0.816338,0.418000,0.344765,1.012496,2.414942,2.376639,1.771319,1.732395,2.213395,2.520539,2.881933,3.131695,3.244152,3.810974,3.851717,3.438153,3.166163,2.574602,2.596920,3.289299,4.185531,5.994532,6.522489,5.889152,5.040344,4.728528,4.443324,4.442029,4.835005,4.824889,4.798049,4.955543,4.968953,5.074609,5.166811,5.129654,4.892879,4.708297,4.694876,5.016190
1.587868,2.919320,2.987286,2.102404,1.464875,1.289894,1.205129,1.225550,1.334727,1.319346,1.260554,-0.662084,-5.371338,-6.479251,-6.889106,-6.678955,-5.805342,-5.258389,-5.034130,-4.524167,-4.054556,-3.681040,-3.011603,-2.403243,-1.205628,-0.354823,0.027346,-0.011792,-0.349573,-0.499334,-0.881536,-1.326711,-1.212563,-1.344543,-1.598905,-1.278483,-0.442441,0.279372,1.174811,1.242929,1.418381,1.321255,1.332069,1.392839,1.283686,1.021756,1.003101,1.231240,1.177684,1.077448,1.074413,1.103481,1.323081,1.838787,1.931635,1.737676
2.666261,2.699161,2.817281,2.868727,2.927994,3.152356,3.094919,2.984570,3.018883,3.082931,2.931340,0.570468,1.124290,0.446502,-0.398650,-1.066490,-1.740471,-2.203721,-1.346982,0.150510,1.284064,0.473124,0.551278,0.335486,0.238744,-0.048971,-0.032236,0.178364,0.659543,0.731929,0.660188,0.532909,0.608424,0.191074,-0.009187,0.828518,2.207256,1.937893,1.393360,1.021440,1.336112,2.507018,2.961132,2.748327,2.542766,2.829955,2.973070,2.922142,2.873924,2.796812,2.894418,3.014997,2.806436,2.118369,1.792895,1.856196
-0.849151,-1.021222,-0.892118,-0.759002,-0.584549,-0.465547,-0.474835,-0.776455,-0.749975,-0.453003,-0.493985,-1.978786,-0.457568,0.025605,0.284285,0.407509,0.021872,-0.423202,-0.541064,-1.165045,-1.977640,-1.129874,-1.231604,-1.173655,-0.845572,-0.604859,-0.513390,-0.863014,-1.549635,-1.916710,-1.635983,-1.453589,-1.237862,-1.390972,-1.498147,-1.329966,-0.406668,0.351557,1.236985,1.517641,0.369670,-0.678222,-0.818568,-0.883128,-0.916138,-0.897406,-0.847461,-1.000425,-1.053123,-1.031896,-0.915225,-0.837460,-1.025200,-1.260361,-1.193007,-0.967989
0.953529,1.342150,1.617457,1.363614,0.948340,0.842958,0.861815,0.466908,0.356147,0.416251,-0.021860,-1.308723,0.416406,0.868794,1.302833,2.257666,3.111314,2.637811,1.604770,0.117927,-1.412088,-2.181308,-2.294293,-2.240137,-2.288254,-2.348113,-1.984406,-1.723540,-1.737548,-1.724153,-1.459993,-1.505797,-1.990460,-1.804548,-1.308589,-1.072363,-0.989806,-1.249649,-0.610216,-0.139541,0.969599,1.343114,1.131043,1.014062,0.768576,0.413169,0.330271,0.178038,0.024340,0.237983,0.596799,0.795224,0.772332,1.145284,1.371147,1.303591
0.097385,-0.033964,0.123439,0.209231,-0.125400,-0.162354,-0.074588,-0.174901,-0.246172,-0.210891,-0.652973,-1.705163,-0.246453,-0.858771,-1.505781,-2.084488,-2.836315,-3.458055,-3.643475,-3.718883,-3.697272,-3.390752,-4.125551,-4.479438,-4.434764,-4.689218,-5.330718,-5.456159,-4.728226,-4.275802,-4.569875,-4.369574,-4.370646,-4.283840,-4.051304,-3.612745,-3.260460,-3.074641,-2.041149,-1.947751,-1.358924,-0.814203,-0.964431,-0.659379,-0.350677,-0.377737,-0.260510,-0.389371,-0.612965,-0.649903,-0.560774,-0.336236,-0.355412,-0.598039,-0.571500,-0.509970
0.972040,0.701854,0.854124,1.038469,0.930013,1.060419,1.282779,1.292505,1.307362,1.680706,1.734169,0.539138,-0.864131,-1.240427,-1.382081,-1.249393,-0.934264,-0.504021,-0.321867,-0.532005,-0.741525,-1.033811,-0.591052,0.300236,1.509867,1.390934,0.174446,-0.409103,-0.003599,0.004203,-0.345970,0.461289,1.143862,0.855126,0.627240,0.817692,1.048946,1.687986,2.173627,1.990217,0.863472,0.014314,0.253915,0.349393,0.670719,0.839250,0.803853,0.784990,1.018379,0.942676,0.869921,1.099825,0.992120,0.673590,0.724017,0.767565
