31.118407,31.382885,32.110658,32.348890,32.105712,31.748009,31.671405,31.833106,31.849997,32.078290,31.752117,38.324469,47.874489,55.890468,61.115373,66.954729,69.614188,69.775778,66.868529,59.161661,50.860096,50.253082,63.795571,70.795241,71.787238,68.407793,64.830974,66.813106,67.189434,63.558834,55.754099,43.883528,36.212591,35.104417,33.389887,32.488880
10.591954,10.646852,10.457121,10.250544,10.057294,10.161685,10.238235,10.189402,9.795057,9.819137,9.851608,11.184480,12.978981,13.065978,11.917290,9.102065,7.445149,8.998605,12.739676,16.754223,16.323538,13.876009,14.197238,12.136763,9.944083,8.287060,6.570973,6.333203,6.991537,7.378954,7.262324,8.248148,9.686857,9.946296,10.196241,10.557937
3.682785,3.319502,2.645713,2.460194,2.694317,2.905440,2.706843,2.548729,2.429376,2.601460,3.082098,5.085785,7.038934,7.645423,6.122209,0.505140,-4.960319,-7.748484,-7.219012,-4.326966,0.008838,-0.847909,-5.581970,-7.297872,-7.866270,-7.153226,-6.294795,-6.561079,-6.201175,-5.062055,-3.405857,-0.502253,2.116738,2.313831,2.277732,2.463021
3.845294,3.414277,3.596986,3.974130,3.918861,4.072300,4.127570,3.815015,3.585942,3.941343,3.953922,0.364139,-1.625654,-1.614941,-2.010372,-0.616013,0.055277,-0.359996,-1.272612,-3.731562,-3.018142,-1.359006,-0.984539,-0.345914,-0.103864,0.714644,1.857971,2.407375,2.417955,2.358950,3.000160,5.028254,4.660279,4.283615,3.459355,2.908514
0.678383,0.526005,-0.037673,-0.196033,0.096696,0.627382,0.662337,0.308270,0.433820,0.779768,0.618065,-2.262669,-3.531734,-3.516352,-3.421468,-3.607256,-3.327592,-2.707069,0.309350,3.773252,2.921753,4.388864,4.500714,3.481364,2.787481,2.607345,1.616777,0.267884,-0.463230,-1.057046,-0.664271,2.138328,3.697690,3.015706,1.893859,1.365757
1.912192,2.066456,1.946044,1.983565,2.215075,2.296413,2.041976,2.015383,2.123550,2.175180,2.064453,-0.054178,-0.602410,0.945188,2.165536,2.688194,1.690712,0.647796,0.120007,0.364090,1.907951,2.461761,1.314956,0.821475,0.160132,-0.021745,0.012112,-0.541394,-0.775670,-0.848211,-0.465814,-0.047441,0.855864,1.137013,1.266187,1.662617
0.375550,0.315554,0.520764,0.850876,0.625347,0.320773,0.708623,0.706547,0.136617,-0.177486,-0.164460,-1.490174,-2.668644,-3.054948,-2.430805,-1.025340,-1.519114,-1.779958,-0.694882,-0.593927,0.625633,1.241891,-1.281883,-2.055934,-2.770348,-3.320900,-3.282005,-3.244245,-3.384633,-3.505183,-2.632685,-0.470606,0.322810,-0.149217,-0.572025,-0.520909
1.425073,1.331204,0.708972,0.688328,0.675606,0.679738,0.839901,0.893528,1.058674,1.234584,1.283964,0.925429,0.593800,1.115816,1.329395,0.301222,-0.542345,-0.677756,0.097819,0.271948,-0.959878,-0.078718,1.232726,1.488434,1.257129,1.259315,0.919323,0.160501,-0.130426,-0.219686,0.160380,0.332211,1.054786,0.944469,0.835386,0.873802
0.024721,-0.030767,-0.478816,-0.600556,-0.448908,-0.342875,-0.221292,-0.268980,-0.177784,-0.343269,-0.599459,-1.461651,-1.506945,-0.825256,-1.162200,-1.862422,-2.673385,-2.559222,-1.527276,-0.209529,0.723324,0.510891,-0.837624,-1.514075,-2.054510,-2.417793,-2.667038,-2.927254,-3.026542,-3.023746,-2.805142,-2.393117,0.261040,0.543479,0.182900,-0.133696
0.465509,0.289142,0.193811,0.283762,0.332764,0.280505,0.496427,0.887492,0.944089,0.677794,0.623589,1.807618,2.613677,2.315331,2.019543,1.710170,0.971663,0.576658,1.283465,0.825217,-0.040582,-0.272377,1.263529,1.543444,1.484596,1.687495,2.224283,1.893194,1.717908,1.599840,1.631269,1.463238,0.944737,0.883407,0.626148,0.776923
